status,product_name,manufacturer,description
Enabled,Cloud Snapshot - Fast Track Snapshot,The Armada Group T,"<p class=""Body"">Cloud has reached a tipping point. Every enterprise needs to consider the value of adoption. The key questions are;</p>
<ul>
<li>Why should I consider cloud?</li>
<li>What applications are best suited?</li>
<li>How do I adopt cloud architectural solutions?</li>
</ul>
<p class=""Body""> </p>
<p class=""Body"">Avoid endless presentation on “<strong>What is a Cloud</strong>?” and other philosophical discussion. The Fast Track Methodology answers the Why, What and How questions and puts you on a path to actionable projects that deliver measurable business value. As an agile method it combines customer’s knowledge of business, infrastructure and operations with experienced Armada consultants, a knowledgebase of architecture patterns and vendor/provider solution profiles.</p>
<p class=""Body""> </p>
<p class=""Body""><strong>Value Chain</strong></p>
<p class=""Body"">The resulting solutions are focused on delivering value because the snapshot follows a value-chain that links business drivers directly to a solution and execution framework.</p>
<p class=""Body""><strong><em>Drivers</em></strong> - the pain points, needs, objectives and desired benefits for change that determine the highest priority needs of the organization.</p>
<p class=""Body""><strong><em>IT Impacts</em></strong> - The IT initiatives that need to occur and how are they prioritized.</p>
<p class=""Body""><em><strong>Capability</strong> </em>- the knowledge, skills and resources the organization has to complete these initiatives</p>
<p class=""Body""><em><strong>Execution Framework</strong></em> – comes from comparing prioritized initiatives and capabilities.</p>
<p class=""Body""> </p>
<p class=""Body""><strong>Snapshot</strong></p>
<p class=""Body"">Starting with discussion on customers background and business drivers the Snapshot delivers a framework for developing a business case or justification to begin the adoption of cloud computing architectures.</p>
<p class=""Body"">The biggest challenge to getting started is rationalizing the huge volume of marketing on the value of cloud computing with the tactical needs of business and the constraints of legacy applications and infrastructure.</p>
<p class=""Body"">The Snapshot starts this process by identifying the trigger events that describe the most critical business drivers. Using scenario analysis and the knowledge of organizational data we can then select possible adoption strategies and create a fast track for implementation.</p>
<p class=""Body""> </p>
<p class=""Body""><strong>Duration</strong></p>
<p class=""Body"">The Snapshot is designed to be performed as a one or two hour conference call with key business owners and Armada consultants.</p>"
Enabled,Cloud Ascent Program - Bronze,Cirrhus9 T,"<p>What CAP Bronze provides:</p>
<ul>
<li>An analysis of the customer’s IT Strategy and how moving to the Cloud can provide their company with significant technology advantages</li>
<li>A roadmap and strategy for implementation of a best practice cloud environment.</li>
<li>Target processes and underlying systems are evaluated for their suitability, cost and migration impact and results are put into a full migration tactical scorecard.</li>
</ul>
<p>The Bronze package includes full cloud assessment of your current environment. A no cost 30-minute phone consultation is available.</p>"
Enabled,Cloud Ascent Program - Silver,Cirrhus9 T,"<p>What CAP Silver provides:</p>
<ul>
<li>An analysis of the customer’s IT Strategy and how moving to the Cloud can provide their company with significant technology advantages</li>
<li>A roadmap and strategy for implementation of a best practice cloud environment.</li>
<li>Target processes and underlying systems are evaluated for their suitability, cost and migration impact and results are put into a full migration tactical scorecard.</li>
</ul>
<p>The Silver package includes cloud assessment and migration of an application as a POC. A no cost 30-minute phone consultation is available.</p>"
Enabled,Cloud Ascent Program - Gold,Cirrhus9 T,"<p>What CAP Gold provides:</p>
<ul>
<li>An analysis of the customer’s IT Strategy and how moving to the Cloud can provide their company with significant technology advantages</li>
<li>A roadmap and strategy for implementation of a best practice cloud environment.</li>
<li>Target processes and underlying systems are evaluated for their suitability, cost and migration impact and results are put into a full migration tactical scorecard.</li>
</ul>
<p>The Gold package includes cloud assessment and migration of multi-tiered application as a POC. A no cost 30-minute phone consultation is available.</p>"
Enabled,CA Process Automation Microsoft Windows Cloud Appliance for MSPs,CA Technologies - Virtualization & Automation,"CA Process Automation is designed to speed the delivery of IT services while helping to remove manual errors. By defining, automating and orchestrating processes across organizational silos that use disparate systems, CA Process Automation helps improve productivity while also enforcing standards.

With CA Process Automation, you can automate IT processes that span multiple organizations and systems, reduce the time it takes to deliver services, and enforce standards and compliance policies across departments 

CA Process Automation helps you automate IT processes to:
Reduce operational expenses Increase staff productivity Speed IT service delivery Improve service quality Enforce compliance polices

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license."
Enabled,CA Service Desk Manager Cloud Appliance for MSPs 10 Users,CA Technologies - Virtualization & Automation,"<p class=""Body"">IT is part of almost everything a business does these days, whether that’s supporting internal processes or servicing their customers. When IT services are unavailable, the impact can be costly and damaging.  With the proliferation of IT throughout the business comes an increase in incident volumes to the Service Desk, but not necessarily with a corresponding increase in staff.  One way to solve this conundrum is by empowering the end-users to solve their own problems. </p>
<p class=""Body"">Unlike the competition, CA Service Desk Manager offers Support Automation so end-users can resolve their own issues without having to follow cumbersome step-by-step instructions by using knowledge article scripts. Only CA enables support staff to remotely diagnose and resolve desktop issues behind the scenes, so users can remain productive while their issues are being resolved.  Analysts can also engage in chat sessions with end-users to enable more efficient problem-solving.  All activity is automatically captured in the audit log for the incident or request.</p>
<p>CA Service Desk Manager leads the market with 15 certified ITIL v3 processes, as verified through the PinkVERIFY toolset 3.1, and the Office of Government Commerce ITIL Software Scheme (OGC ISS).</p>

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license."
Enabled,Microsoft Windows Server 2008 for CA Process Automation Cloud Appliances,CA Technologies - Virtualization & Automation,This item is required by the CA Process Automation Microsoft Windows Cloud Appliance for MSPs and is bundled with it.  This item may not be purchased separately.
Enabled,Microsoft SQL Server for CA Process Automation Cloud Appliances,CA Technologies - Virtualization & Automation,This item is required by the CA Process Automation Microsoft Windows Cloud Appliance for MSPs and is bundled with it.  This item may not be purchased separately.
Enabled,ScaleUp INSSLRNET Appliance,ScaleUp Cloud Technologies GmbH T,"This is a combined Gateway Appliance, functioning as a standard INSSLR and also a NET Appliance."
Enabled,GigaSpaces XAP AppLogic Appliance,GigaSpaces Technologies,"<p class=""Body""><strong>GigaSpaces XAP AppLogic Appliance</strong> provides a solution for end-to-end scalability of the application and its data under extreme latency and load requirements, using a unique in-memory stack.</p>
<p class=""Body"">XAP is a consolidated platform  that couples our In-Memory Data Grid with a full Elastic Application Platform for complete application scalability, from the load balancer down to the database. As a single product solution, XAP provides the joint benefits of increased performance and cost reduction.</p>
<p><br />XAP is designed to meet the mission-critical needs of a wide range of businesses, with advanced monitoring and management capabilities, high-level automation of operations, cloud readiness that supports private, public, or hybrid architectures, and complete interoperability: XAP provides a solution for scalability in any environment, language, and API, without dictating a specific development framework or environment.<span id=""mce_marker""> </span></p>"
Enabled,CA EEM for Service Desk Manager Cloud Appliances,CA Technologies - Virtualization & Automation,NA
Enabled,CA Business Intelligence for Service Desk Manager Cloud Appliances,CA Technologies - Virtualization & Automation,Not applicable
Enabled,Microsoft Windows Server 2008 for Service Desk Manager Cloud Appliances,CA Technologies - Virtualization & Automation,Not applicable
Enabled,Microsoft SQL Server for CA Service Desk Manager Cloud Appliances,CA Technologies - Virtualization & Automation,Not Applicable
Enabled,Microsoft Windows Server 2008 for CA Oblicore Guarantee Appliances,CA Technologies - Virtualization & Automation,Not Applicable
Enabled,Oracle 11g Database for CA Oblicore Guarantee Appliances,CA Technologies - Virtualization & Automation,Not Applicable
Enabled,Microsoft Windows Server 2008 for CA Service Catalog Cloud Appliances,CA Technologies - Virtualization & Automation,Not Applicable
Enabled,Microsoft SQL Server for CA Service Catalog Cloud Appliances,CA Technologies - Virtualization & Automation,Not Applicable
Enabled,CA Service Catalog Cloud Appliance for MSPs 250 Employees ,CA Technologies - Virtualization & Automation,"CA Service Catalog is designed to define and publish business and IT services and gain financial insight. CA Service Catalog enables your organization to define its service offerings in business terms. These service definitions can include any number of text or graphical descriptions. Services are published throughout the company or to individual business units via permission controls. A built-in workflow orchestration engine automates the delivery of services across physical, virtual, and cloud environments. Fixed or usage-based pricing can be added with just a couple of mouse clicks to provide financial transparency. A billing engine automatically associates service usage to departments, cost centers, and customers, and can even send out invoices for cost recovery if desired, and request Service Level Agreements (SLAs) enable you to set expectations and track service fulfillment commitments.

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license.
"
Enabled,CA Service Catalog Cloud Appliance for MSPs 500 Employees ,CA Technologies - Virtualization & Automation,"CA Service Catalog is designed to define and publish business and IT services and gain financial insight. CA Service Catalog enables your organization to define its service offerings in business terms. These service definitions can include any number of text or graphical descriptions. Services are published throughout the company or to individual business units via permission controls. A built-in workflow orchestration engine automates the delivery of services across physical, virtual, and cloud environments. Fixed or usage-based pricing can be added with just a couple of mouse clicks to provide financial transparency. A billing engine automatically associates service usage to departments, cost centers, and customers, and can even send out invoices for cost recovery if desired, and request Service Level Agreements (SLAs) enable you to set expectations and track service fulfillment commitments.

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license.
"
Enabled,CA ARCserve D2D Cloud Appliance for MSPs 5 Instances,CA Technologies,"CA ARCserve D2D provides fast and easy backup to disk and is the only Windows-based backup solution that offers infinite, incremental (I2) backups and bare-metal restore—including to dissimilar hardware. This new backup methodology changes how backups are performed to significantly reduce backup and restore times and eliminate the inherent risks of tape devices and media. It also enables faster and more granular recovery points—up to every 15 minutes—speeding data recovery, either from local data on disk or remote data stored in the cloud. Centralized deployment, management and reporting reduce implementation and management effort and provide status information to you for increased peace of mind. The new CA ARCserve® Central Host-Based VM Backup application for VMware virtual servers simplifies protection of all virtual servers on a physical host while the new CA ARCserve Central Virtual Standby application provides near-instantaneous recovery of any server as a VM. Companies that have an installed backup system can use CA ARCserve D2D to improve their recovery time.

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license."
Enabled,CA ARCserve Backup Cloud Appliance for MSPs Primary and 7 Clients ,CA Technologies,"CA ARCserve Backup goes beyond backup, giving businesses highly reliable data protection with centralized management that makes sense, no matter how complex your data or IT infrastructure is. CA ARCserve Backup offers all this at a fraction of the cost of the competition. Reduce your backup storage by up to 95 percent and regain precious time with the only product that combines data deduplication; integrated backup copy to cloud storage; granular restore of applications such as Active Directory®, Microsoft Exchange and Microsoft SharePoint®; Infrastructure Visualization; and archiving—for both physical and virtual servers in a single package.1 Synthetic full backups reduce backup windows and integration with CA ARCserve D2D provides a single catalog to recover data, regardless of how it was backed up.

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license."
Enabled,CA ARCserve RHA Cloud Appliance for MSPs 1 Master and 1 Replication ,CA Technologies,"CA ARCserve Replication, formerly known as CA XOsoft™ Replication, provides continuous data protection for Windows, Linux and UNIX systems on physical and virtual systems. You get an easy way to migrate and copy data between servers and locations, as well as between remote offices, and a central site for backup and archiving. It delivers local area network (LAN) and wide area network (WAN) continuous and periodic replication, whether on-premise, off-premise or in the cloud. You get Data Rewind for continuous data protection (CDP) to complement any periodic backup solution, helping to speed recovery and minimize data loss. Only CA ARCserve Replication offers offline synchronization, multi-stream replication, bandwidth throttling and multiple replication options to help balance network resources with your desired level of protection. 
CA ARCserve High Availability, formerly known as CA XOsoft™ High Availability, includes all the features of CA ARCserve Replication and adds continuous system, application and data availability for your critical systems. It provides server and application monitoring, automatic and push-button failover and push-button failback to reduce risk to your sales, service, operations, employee productivity and reputation. Unlike other high-availability solutions, CA ARCserve High Availability does not require any cluster architecture or additional “witness servers,” responds to issues at the server and application levels and includes Data Rewind for CDP and automated, non-disruptive recovery testing to make sure that IT resources are available when they are needed. Only CA ARCserve High Availability offers offline synchronization to speed deployment with large Windows data sets and databases, and a unified, self-protecting, web-based management service. 

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license.
"
Enabled,Microsoft SQL Server for CA ARCserve Cloud Appliances,CA Technologies,Not Applicable
Enabled,Microsoft Windows Server 2008 for ARCserve Cloud Appliances,CA Technologies,Not Applicable
Enabled,CA Software Change Manager Cloud Appliance for MSPs 10 users,CA Technologies,"CA Software Change Manager (CA SCM) helps to provide effective management of the entire application development life cycle — providing process-based, business-driven change management to support diverse platforms and tools used by enterprises in today’s increasingly complex IT environments. In the bigger picture, it is an integral part of CA’s integrated Change and Configuration Management (CCRM) suite, which provides widely-used, proven solutions for product portfolio management, service desk and software delivery in addition to change management .CA provides robust, centralized, auditable solutions for developers working on both mainframe and distributed platforms. 

Application development managers are faced with the dilemma of balancing priorities and risks associated with deploying new applications and maintaining existing systems as end-users continue to demand increasing levels of service and reliability. The deployment of commercial off-the-shelf (COTS) applications only increases the risk. In order to combat this risk and improve the development process, major organizations have begun to accept and implement industry standards for reliability such as the Software Engineering Institute’s (SEI) Capability Maturity Model (CMM, CMM-I), InformationTechnology Infrastructure Library (ITIL®), and the International Standards Organization (ISO) quality programs and initiatives. 
As acceptance of these standards increases, the need for a strong process-driven approach to managing application development becomes immediately apparent. CA Software Change Management stands ready to help development organizations meet this challenge.
CA Software Change Manager provides a proven and established yet evolving best practices-based solution for synchronizing application development activities between distributed and mainframe platforms. CA SCM helps enterprise organizations maximize resources, optimize processes and ensure alignment of IT.

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license.
"
Enabled,Microsoft Windows Server 2008 for CA Software Change Manager Cloud Apps,CA Technologies,NA
Enabled,Microsoft SQL Server for CA Software Change Manager Cloud Apps,CA Technologies,Not Applicable
Enabled,CA AppLogic,CA Technologies,"Using a catalog of virtual appliances, users compose and configure the applications and infrastructure once, then treat it as a single unit or virtual business service. The entire virtual business service is scaled automatically and can be instantly replicated or migrated to another data center if needed.
CA AppLogic v3.0 supports both VMware ESX and Xen hypervisors in the same grid and offers a new OVF feature to increase ease of use by enabling users to import workloads from VMware or Xen.
Designed for service providers and efficient enterprises, CA AppLogic v3.0 enables users to achieve far greater agility, scalability, ease of use and cost efficiency in cloud computing than previously possible.

AppLogic is sold on a per socket/processor basis."
Enabled,CA Oblicore Guarantee Appliance for MSPs 10 Contracts,CA Technologies - Virtualization & Automation,"CA Oblicore Guarantee takes a top-down approach to SLM leveraging standard service descriptions to rapidly create IT-business agreements and obligations. The solution then aggregates and correlates operational data from your existing tools to monitor performance against business-relevant metrics. A comprehensive, scalable platform helps your enterprise manage service level obligations for underpinning contracts (UPCs), service level agreements (SLAs) and operational level agreements (OLAs).

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license."
Enabled,CA Oblicore Guarantee Appliance for MSPs 25 Contracts,CA Technologies - Virtualization & Automation,"CA Oblicore Guarantee takes a top-down approach to SLM leveraging standard service descriptions to rapidly create IT-business agreements and obligations. The solution then aggregates and correlates operational data from your existing tools to monitor performance against business-relevant metrics. A comprehensive, scalable platform helps your enterprise manage service level obligations for underpinning contracts (UPCs), service level agreements (SLAs) and operational level agreements (OLAs).

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license."
Enabled,CA Oblicore Guarantee Appliance for MSPs 50 Contracts,CA Technologies - Virtualization & Automation,"CA Oblicore Guarantee takes a top-down approach to SLM leveraging standard service descriptions to rapidly create IT-business agreements and obligations. The solution then aggregates and correlates operational data from your existing tools to monitor performance against business-relevant metrics. A comprehensive, scalable platform helps your enterprise manage service level obligations for underpinning contracts (UPCs), service level agreements (SLAs) and operational level agreements (OLAs).

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license."
Enabled,CA Service Desk Manager Cloud Appliance for MSPs 15 Users,CA Technologies - Virtualization & Automation,"<p class=""Body"">IT is part of almost everything a business does these days, whether that’s supporting internal processes or servicing their customers. When IT services are unavailable, the impact can be costly and damaging.  With the proliferation of IT throughout the business comes an increase in incident volumes to the Service Desk, but not necessarily with a corresponding increase in staff.  One way to solve this conundrum is by empowering the end-users to solve their own problems. </p>
<p class=""Body"">Unlike the competition, CA Service Desk Manager offers Support Automation so end-users can resolve their own issues without having to follow cumbersome step-by-step instructions by using knowledge article scripts. Only CA enables support staff to remotely diagnose and resolve desktop issues behind the scenes, so users can remain productive while their issues are being resolved.  Analysts can also engage in chat sessions with end-users to enable more efficient problem-solving.  All activity is automatically captured in the audit log for the incident or request.</p>
<p>CA Service Desk Manager leads the market with 15 certified ITIL v3 processes, as verified through the PinkVERIFY toolset 3.1, and the Office of Government Commerce ITIL Software Scheme (OGC ISS).</p>

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license."
Enabled,CA Service Desk Manager Cloud Appliance for MSPs 25 Users,CA Technologies - Virtualization & Automation,"<p class=""Body"">IT is part of almost everything a business does these days, whether that’s supporting internal processes or servicing their customers. When IT services are unavailable, the impact can be costly and damaging.  With the proliferation of IT throughout the business comes an increase in incident volumes to the Service Desk, but not necessarily with a corresponding increase in staff.  One way to solve this conundrum is by empowering the end-users to solve their own problems. </p>
<p class=""Body"">Unlike the competition, CA Service Desk Manager offers Support Automation so end-users can resolve their own issues without having to follow cumbersome step-by-step instructions by using knowledge article scripts. Only CA enables support staff to remotely diagnose and resolve desktop issues behind the scenes, so users can remain productive while their issues are being resolved.  Analysts can also engage in chat sessions with end-users to enable more efficient problem-solving.  All activity is automatically captured in the audit log for the incident or request.</p>
<p>CA Service Desk Manager leads the market with 15 certified ITIL v3 processes, as verified through the PinkVERIFY toolset 3.1, and the Office of Government Commerce ITIL Software Scheme (OGC ISS).</p>

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license."
Enabled,CA Software Change Manager Cloud Appliance for MSPs 20 users,CA Technologies,"CA Software Change Manager (CA SCM) helps to provide effective management of the entire application development life cycle — providing process-based, business-driven change management to support diverse platforms and tools used by enterprises in today’s increasingly complex IT environments. In the bigger picture, it is an integral part of CA’s integrated Change and Configuration Management (CCRM) suite, which provides widely-used, proven solutions for product portfolio management, service desk and software delivery in addition to change management .CA provides robust, centralized, auditable solutions for developers working on both mainframe and distributed platforms. 

Application development managers are faced with the dilemma of balancing priorities and risks associated with deploying new applications and maintaining existing systems as end-users continue to demand increasing levels of service and reliability. The deployment of commercial off-the-shelf (COTS) applications only increases the risk. In order to combat this risk and improve the development process, major organizations have begun to accept and implement industry standards for reliability such as the Software Engineering Institute’s (SEI) Capability Maturity Model (CMM, CMM-I), InformationTechnology Infrastructure Library (ITIL®), and the International Standards Organization (ISO) quality programs and initiatives. 
As acceptance of these standards increases, the need for a strong process-driven approach to managing application development becomes immediately apparent. CA Software Change Management stands ready to help development organizations meet this challenge.
CA Software Change Manager provides a proven and established yet evolving best practices-based solution for synchronizing application development activities between distributed and mainframe platforms. CA SCM helps enterprise organizations maximize resources, optimize processes and ensure alignment of IT.

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license."
Enabled,CA Software Change Manager Cloud Appliance for MSPs 30 users,CA Technologies,"CA Software Change Manager (CA SCM) helps to provide effective management of the entire application development life cycle — providing process-based, business-driven change management to support diverse platforms and tools used by enterprises in today’s increasingly complex IT environments. In the bigger picture, it is an integral part of CA’s integrated Change and Configuration Management (CCRM) suite, which provides widely-used, proven solutions for product portfolio management, service desk and software delivery in addition to change management .CA provides robust, centralized, auditable solutions for developers working on both mainframe and distributed platforms. 

Application development managers are faced with the dilemma of balancing priorities and risks associated with deploying new applications and maintaining existing systems as end-users continue to demand increasing levels of service and reliability. The deployment of commercial off-the-shelf (COTS) applications only increases the risk. In order to combat this risk and improve the development process, major organizations have begun to accept and implement industry standards for reliability such as the Software Engineering Institute’s (SEI) Capability Maturity Model (CMM, CMM-I), InformationTechnology Infrastructure Library (ITIL®), and the International Standards Organization (ISO) quality programs and initiatives. 
As acceptance of these standards increases, the need for a strong process-driven approach to managing application development becomes immediately apparent. CA Software Change Management stands ready to help development organizations meet this challenge.
CA Software Change Manager provides a proven and established yet evolving best practices-based solution for synchronizing application development activities between distributed and mainframe platforms. CA SCM helps enterprise organizations maximize resources, optimize processes and ensure alignment of IT.

This offering is limited to a one year term and may be available for a single upfront payment or 12 monthly payments as set forth herein.  This offering does NOT include a perpetual license."
Enabled,ScaleUp INNET Appliance,ScaleUp Cloud Technologies GmbH T,"This is a combined Gateway Appliance, functioning as a standard IN and also a NET Appliance."
Enabled,OpenGeo Suite 2.4,"Skygone, Inc. T","<p>The OpenGeo Suite is a complete web mapping platform, comprised of multiple components working together in a flexible architecture. PostGIS reliably stores your geospatial information. GeoServer robustly serves your data through open formats and transforms them into maps. GeoWebCache accelerates delivery of map tiles. GeoExt (built on OpenLayers and Ext JS) helps you build powerful mapping applications in your browser.</p>
<p>With an integrated spatial database, application server, and client API, the OpenGeo Suite contains everything you need to publish geospatial data and maps.</p>
<p>The OpenGeo Suite also includes helpful web-based applications that leverage the GeoExt API. GeoExplorer composes map layers into web-based interactive applications. Styler styles map layers in a graphical interface. GeoEditor directly edits map features and data. All of these applications run completely in the browser, bringing the power of desktop GIS to the web.</p>"
Enabled,CA Process Automation Connector for CA CMDB ,CA Technologies - Virtualization & Automation,"<p>The CA Process Automation Connector for CA CMDB makes using CMDB data to trigger or control automated IT processes simple, easy, and fast.  With data driven IT processes, IT can transform IT by reducing costs across IT while simultaneously increasing quality and delivery speed of IT services.</p>"
Enabled,CA Process Automation Connector for CA eHealth,CA Technologies - Virtualization & Automation,"<p>CA Process Automation Connector for CA eHealth ® makes integration with and orchestration of CA eHealth ® easy, straightforward, and quick.  When CA eHealth is integrated into automated IT processes, incidents can be automatically remediated saving time and improving SLAs.  Furthermore, incidents can be automatically enriched, change requirements satisfied more quickly, and data collection for problem management more consistently collected.  In short, IT becomes better while delivering and managing IT becomes easier and less costly.</p>"
Enabled,CA Process Automation Connector for CA Workload Automation AE r11,CA Technologies - Virtualization & Automation,"<p>The CA AutoSys® Connector for CA Process Automation makes integration and orchestration of CA Unicenter® AutoSys® easy, straightforward, and quick so IT can integrate workload automation with other steps in an end to end IT process.</p>
<p> </p>
<p>The Unicenter® AutoSys® connector supports Unicenter® AutoSys® JM release 11.0, 11.1 and 11.2.</p>"
Enabled,CA Process Automation Connector for CA Workload Automation AE r11.3,CA Technologies - Virtualization & Automation,"<p>The CA AutoSys® Connector for CA Process Automation makes integration and orchestration of CA Unicenter® AutoSys® easy, straightforward, and quick so IT can integrate workload automation with other steps in an end to end IT process.</p>
<p> </p>
<p>The Unicenter® AutoSys® connector supports Unicenter® AutoSys® r11.3</p>"
Enabled,CA Process Automation MSP Connector for Amazon Web Services,CA Technologies - Virtualization & Automation,"<p>The Amazon Web Service® Connector for CA Process Automation makes integration and orchestration of Amazon Web Service easy, straightforward, and quick so IT can integrate cloud resources with other steps in an end to end IT process. Some of the IT processes that can be readily automated with the Amazon Web Service Connector includes single and multiple cloud bursting  for flexible capacity and automation of capacity on demand which is triggered by events like service catalog orders, demand spikes, and capacity trends.</p>"
Enabled,CA Process Automation MSP Connector for BMC Remedy,CA Technologies - Virtualization & Automation,"The BMC Remedy® Connector for CA Process Automation makes integration and orchestration of BMC Remedy easy, straightforward, and so IT can improve the return of their investments in BMC service desk technology and ITIL oriented processes."
Enabled,CA Process Automation MSP Connector for IBM i5/OS,CA Technologies - Virtualization & Automation,"The IBM i5/OS® Connector for CA Process Automation makes integration and orchestration easy, straightforward, and quick so IT can automate maintenance tasks associated with IBM i5/OS."
Enabled,CA Process Automation MSP Connector for Microsoft Hyper-V,CA Technologies - Virtualization & Automation,"The Microsoft Hyper-V® Connector for CA Process Automation makes integration with and orchestration of the Microsoft Hyper-V platform easy, straightforward, and quick so IT can manage at the speed of business their virtualized environments."
Enabled,CA Process Automation MSP Connector for VMware vSphere,CA Technologies - Virtualization & Automation,"The CA Vmware vSphere® Connector for CA Process Automation makes integration with and orchestration of the Vmware vSphere platform easy, straightforward, and quick so IT can manage at the speed of business their virtualized environments."
Enabled,CA Process Automation Connector for Amazon Web Services,CA Technologies - Virtualization & Automation,"<p>The Amazon Web Service® Connector for CA Process Automation makes integration and orchestration of Amazon Web Service easy, straightforward, and quick so IT can integrate cloud resources with other steps in an end to end IT process.</p>
<p>Some of the IT processes that can be readily automated with the Amazon Web Service Connector includes single and multiple cloud bursting  for flexible capacity and automation of capacity on demand which is triggered by events like service catalog orders, demand spikes, and capacity trends.</p>"
Enabled,CA Process Automation Connector for BMC Remedy,CA Technologies - Virtualization & Automation,"The BMC Remedy® Connector for CA Process Automation makes integration and orchestration of BMC Remedy easy, straightforward, and so IT can improve the return of their investments in BMC service desk technology and ITIL oriented processes."
Enabled,CA Process Automation Connector for IBM i5/OS ,CA Technologies - Virtualization & Automation,"The IBM i5/OS® Connector for CA Process Automation makes integration and orchestration easy, straightforward, and quick so IT can automate maintenance tasks associated with IBM i5/OS."
Enabled,CA Process Automation Connector for Microsoft Hyper-V ,CA Technologies - Virtualization & Automation,"The Microsoft Hyper-V® Connector for CA Process Automation makes integration with and orchestration of the Microsoft Hyper-V platform easy, straightforward, and quick so IT can manage at the speed of business their virtualized environments."
Enabled,CA Process Automation Connector for VMware vSphere,CA Technologies - Virtualization & Automation,"The CA Vmware vSphere® Connector for CA Process Automation makes integration with and orchestration of the Vmware vSphere platform easy, straightforward, and quick so IT can manage at the speed of business their virtualized environments."
Enabled,CA Process Automation Connector for CA Spectrum,CA Technologies - Virtualization & Automation,"CA Process Automation Connector for CA Spectrum ® makes integration with and orchestration of CA Spectrum ® easy, straightforward, and quick.  When CA Spectrum is integrated into automated IT processes, incidents can be automatically remediated saving time and improving SLAs.  Furthermore, incidents can be automatically enriched, change requirements satisfied more quickly, and data collection for problem management more consistently collected.  In short, IT becomes better while delivering and managing IT becomes easier and less costly."
Enabled,Radix SharePoint Standard Edition Template - Coming Soon,Radix Technologies  SA T,"Radix SharePoint Standard Template with Active Directory. The Application still requires knowledge of SharePoint to start using and Administering SharePoint .<p><p>

Customer must provide their own Microsoft SharePoint Standard License and Windows 2008 Standard Server License."
Enabled,ScaleMatrix Private Cloud - 4 CPU Development Grid,ScaleMatrix,"<p>ScaleMatrix takes an infrastructure based approach to providing best-in-class cloud solutions to clients at every stage of their IT Lifecycle development.  By investing heavily in both facilities and personnel, and developing strategic relationships with critical hardware, software, and support service vendors – we are able to offer our clients industry leading solutions which include design, deployment, and ongoing management as part of our standard offering.</p>
<p>﻿</p>"
Enabled,"ScaleMatrix Private Cloud - 4 Server, 8 CPU",ScaleMatrix,"<p>ScaleMatrix takes an infrastructure based approach to providing best-in-class cloud solutions to clients at every stage of their IT Lifecycle development.  By investing heavily in both facilities and personnel, and developing strategic relationships with critical hardware, software, and support service vendors – we are able to offer our clients industry leading solutions which include design, deployment, and ongoing management as part of our standard offering.</p>"
Enabled,"ScaleMatrix Private Cloud - 6 Server, 12 CPU",ScaleMatrix,"ScaleMatrix takes an infrastructure based approach to providing best-in-class cloud solutions to clients at every stage of their IT Lifecycle development.  By investing heavily in both facilities and personnel, and developing strategic relationships with critical hardware, software, and support service vendors – we are able to offer our clients industry leading solutions which include design, deployment, and ongoing management as part of our standard offering."
Enabled,ScaleUp WORDPRESS Application,ScaleUp Cloud Technologies GmbH T,"This is a ready-to-use, scalable Web-Application for blog or website hosting with the famous WORDPRESS CMS software pre-installed."
Enabled,VENE Project Resource Workload Management,Acolyst,"<p>Acolyst VENE Project Resource Workload Management application is for corporate and government professionals needing a tool to allow for collaboration, managing workload status and related activities and assets, sharing notes, documents, assigning tasks, creating appointments, scheduling alerts and notification, workflow and approvals, and so much more.</p>
<p>The object model architecture provides ease of associating multiple items to a Project.; For example, Tasks, Appointments, Documents, Emails, and Contacts are associated to a project.</p>"
